Actual_jobs,City,State
2,Woodston,Kansas
0,Gardner,Kansas
0,Lone Elm,Kansas
0,Chapman,Kansas
0,Hiawatha,Kansas
0,Agenda,Kansas
2,Fredonia,Kansas
0,La Harpe,Kansas
1,Quenemo,Kansas
0,Walnut,Kansas
0,Frontenac,Kansas
0,Pawnee Rock,Kansas
1,Ellinwood,Kansas
0,Washington,Kansas
0,Latham,Kansas
0,Bentley,Kansas
1,Netawaka,Kansas
0,Jamestown,Kansas
0,Galatia,Kansas
1,Hill City,Kansas
0,Prairie View,Kansas
3,Horace,Kansas
0,Macksville,Kansas
19,Kanorado,Kansas
0,Kingman,Kansas
0,Sharon,Kansas
4,Norton,Kansas
0,Haven,Kansas
0,Yoder,Kansas
0,Emmett,Kansas
0,Kickapoo Tribal Center,Kansas
1,Alta Vista,Kansas
0,Thayer,Kansas
0,Earlton,Kansas
0,Talmage,Kansas
0,Bonner Springs,Kansas
1,Alton,Kansas
4,Sedan,Kansas
0,Dearing,Kansas
0,Frederick,Kansas
4,Atwood,Kansas
0,Fowler,Kansas
0,Parker,Kansas
0,Manchester,Kansas
1,Vermillion,Kansas
0,Sylvia,Kansas
0,Hope,Kansas
16,Winfield,Kansas
0,Cuba,Kansas
0,Latimer,Kansas
2,Arkansas City,Kansas
0,Cimarron,Kansas
0,Andover,Kansas
0,Offerle,Kansas
0,Goddard,Kansas
0,Glasco,Kansas
3,Frankfort,Kansas
0,Tyro,Kansas
0,Bazine,Kansas
0,Kinsley,Kansas
0,Lebo,Kansas
0,Kincaid,Kansas
0,Highland,Kansas
0,West Mineral,Kansas
1,Oakley,Kansas
0,Ellsworth,Kansas
0,Coyville,Kansas
0,Richfield,Kansas
1,Osawatomie,Kansas
2,Wilsey,Kansas
0,Atlanta,Kansas
1,Hugoton,Kansas
0,Oaklawn-Sunview,Kansas
0,Freeport,Kansas
0,Augusta,Kansas
1,Garden City,Kansas
4,Cherryvale,Kansas
4,Ransom,Kansas
2,Utica,Kansas
0,Raymond,Kansas
0,McPherson,Kansas
0,Oneida,Kansas
0,Narka,Kansas
0,Geneseo,Kansas
0,Rexford,Kansas
0,Olpe,Kansas
0,Almena,Kansas
1,Winchester,Kansas
0,Greensburg,Kansas
3,Gridley,Kansas
1,Manter,Kansas
0,Ada,Kansas
0,Oketo,Kansas
3,Cedar,Kansas
0,Burden,Kansas
1,Home,Kansas
0,Severance,Kansas
0,Circleville,Kansas
0,Americus,Kansas
0,Bendena,Kansas
0,Glade,Kansas
9,Goodland,Kansas
0,Wilmore,Kansas
0,Clifton,Kansas
0,Maize,Kansas
0,Zurich,Kansas
0,Fort Scott,Kansas
0,Mullinville,Kansas
0,Penalosa,Kansas
0,Erie,Kansas
2,Axtell,Kansas
0,Satanta,Kansas
0,Gorham,Kansas
0,Simpson,Kansas
23,Cooke City,Montana
627,Marion,Montana
1,Lodge Pole,Montana
14,Fortine,Montana
3,Flaxville,Montana
17,Broadview,Montana
96,Ronan,Montana
13,Sylvanite,Montana
25,Crow Agency,Montana
1021,Huson,Montana
20,Lonepine,Montana
13,Polson,Montana
1045,Worden,Montana
24,Hinsdale,Montana
1042,Bozeman,Montana
15,Big Timber,Montana
5,Heart Butte,Montana
243,Carter,Montana
226,Stevensville,Montana
6,Shawmut,Montana
335,Anaconda,Montana
21,Victor,Montana
75,Beaver Creek,Montana
219,Columbia Falls,Montana
41,Whitehall,Montana
43,Pioneer Junction,Montana
406,Ulm,Montana
13,Alder,Montana
0,Trego,Montana
31,Chinook,Montana
0,Loma,Montana
3,Jette,Montana
685,Clancy,Montana
1,Great Falls,Montana
3,Ashland,Montana
2,Greycliff,Montana
29,Frazer,Montana
2,Whitewater,Montana
7,Darby,Montana
8,Orchard Homes,Montana
4,West Glacier,Montana
3,Big Sandy,Montana
1,Sand Coulee,Montana
80,Springdale,Montana
19,Fairfield,Montana
0,Arlee,Montana
0,Corvallis,Montana
4,Sunburst,Montana
21,Winston,Montana
8,Inverness,Montana
0,Lolo,Montana
8,Westby,Montana
0,Charlo,Montana
0,Herron,Montana
9,Hebgen Lake Estates,Montana
0,Jefferson City,Montana
0,South Browning,Montana
0,Rudyard,Montana
28,Maxville,Montana
0,Lavina,Montana
59,Glendive,Montana
12,Pony,Montana
10,Riverbend,Montana
0,Sun River,Montana
16,Sidney,Montana
38,Little Browning,Montana
3,The Silos,Montana
0,Fort Benton,Montana
29,Billings,Montana
4,White Sulphur Springs,Montana
0,Carlton,Montana
2,King Arthur Park,Montana
6,Toston,Montana
1,Cascade,Montana
3,Harlem,Montana
0,Antelope,Montana
5,East Glacier Park Village,Montana
0,Rocky Point,Montana
1,Evaro,Montana
3,Logan,Montana
0,Helena Valley Northwest,Montana
0,Sun Prairie,Montana
0,Elliston,Montana
0,Lockwood,Montana
0,Superior,Montana
8,Libby,Montana
0,Elmo,Montana
4,Deer Lodge,Montana
0,Conner,Montana
0,Hamilton,Montana
0,Birney,Montana
1,Yaak,Montana
2,Missoula,Montana
1,South Hills,Montana
1,Belgrade,Montana
1,St. Ignatius,Montana
12,Nashua,Montana
0,Pablo,Montana
1,Ovando,Montana
0,White Haven,Montana
32,Valier,Montana
0,Swan Lake,Montana
2,Lodge Grass,Montana
233,Big Sky,Montana
1,Musselshell,Montana
0,East Helena,Montana
0,Paradise,Montana
33,Pryor,Montana
0,Sula,Montana
0,Gardiner,Montana
6,St. Regis,Montana
0,Pinesdale,Montana
0,Livingston,Montana
1,Savage,Montana
83,Miles City,Montana
2,Saco,Montana
2,Whitefish,Montana
0,West Glendive,Montana
0,Amsterdam,Montana
0,Shepherd,Montana
0,Gallatin Gateway,Montana
0,St. Xavier,Montana
3,West Yellowstone,Montana
1,Biddle,Montana
24,Reed Point,Montana
0,Somers,Montana
1,Jordan,Montana
0,Bynum,Montana
0,Hays,Montana
2,Richey,Montana
1,Opheim,Montana
0,North Browning,Montana
0,Browning,Montana
37,Roberts,Montana
0,Townsend,Montana
0,Garrison,Montana
4,Craig,Montana
3,Cut Bank,Montana
0,Forest Hill Village,Montana
8,Kevin,Montana
0,Malmstrom AFB,Montana
0,Jardine,Montana
0,Fort Shaw,Montana
27,Malta,Montana
0,Fort Smith,Montana
1,Kremlin,Montana
0,Fox Lake,Montana
0,Niarada,Montana
0,Harlowton,Montana
0,Marysville,Montana
1,Radersburg,Montana
0,Turtle Lake,Montana
0,Huntley,Montana
0,Rocky Boy's Agency,Montana
0,Chester,Montana
0,Box Elder,Montana
0,West Havre,Montana
0,Frenchtown,Montana
1,Silesia,Montana
9,Froid,Montana
0,Troy,Montana
0,Big Arm,Montana
77,Hobson,Montana
3,Geyser,Montana
0,Kicking Horse,Montana
4,Brady,Montana
0,Santa Rita,Montana
0,Boulder,Montana
0,Klein,Montana
7,De Borgia,Montana
0,Zortman,Montana
0,Helena Valley West Central,Montana
0,Fairview,Montana
0,Virginia City,Montana
3,Hardin,Montana
0,Helena,Montana
9,Trout Creek,Montana
0,Cardwell,Montana
0,Sweet Grass,Montana
1,Old Agency,Montana
0,Kings Point,Montana
0,Rexford,Montana
0,Piltzville,Montana
50,Dillon,Montana
1,Philipsburg,Montana
0,Evergreen,Montana
0,Silver Gate,Montana
0,Lindisfarne,Montana
3,Roscoe,Montana
0,Simms,Montana
2,Wibaux,Montana
5,Glasgow,Montana
1,Alzada,Montana
4,Bridger,Montana
0,Walkerville,Montana
0,Three Forks,Montana
0,Gibson Flats,Montana
11,Wolf Point,Montana
0,Butte,Montana
1,Avon,Montana
0,Helena Valley Northeast,Montana
18,Emigrant,Montana
0,Lake Mary Ronan,Montana
0,Ballantine,Montana
0,Broadus,Montana
0,Plentywood,Montana
0,Edgar,Montana
39,Seeley Lake,Montana
3,Pray,Montana
8,Forsyth,Montana
0,Heron,Montana
0,Batavia,Montana
1,Bainville,Montana
0,St. Marie,Montana
0,Belt,Montana
7,Muddy,Montana
0,Basin,Montana
0,Lame Deer,Montana
0,Bonner-West Riverside,Montana
0,Brockton,Montana
0,Sheridan,Montana
0,Fort Belknap Agency,Montana
2,Fallon,Montana
1,Augusta,Montana
2,Circle,Montana
53,Fromberg,Montana
0,Black Eagle,Montana
0,Plevna,Montana
0,Lakeside,Montana
0,Four Corners,Montana
0,West Kootenai,Montana
0,Kalispell,Montana
0,Havre,Montana
0,Montana City,Montana
0,Belfry,Montana
12,Lewistown Heights,Montana
1,Sangrey,Montana
0,St. Pierre,Montana
0,Ryegate,Montana
4,Shelby,Montana
0,Eureka,Montana
2,Wye,Montana
1,Poplar,Montana
0,Turah,Montana
0,Boneau,Montana
0,Culbertson,Montana
0,Harrison,Montana
1,Laurel,Montana
1,Plains,Montana
0,Finley Point,Montana
1,Denton,Montana
0,Hingham,Montana
1,Dodson,Montana
0,Dixon,Montana
0,Springhill,Montana
0,Twin Bridges,Montana
0,Vaughn,Montana
0,Martin City,Montana
0,Joliet,Montana
0,Noxon,Montana
1,Ravalli,Montana
0,Starr School,Montana
1,Thompson Falls,Montana
1,Olney,Montana
1,Conrad,Montana
0,Ennis,Montana
0,Stryker,Montana
0,Dupuyer,Montana
0,Kerr,Montana
0,Woods Bay,Montana
0,Saddle Butte,Montana
7,Babb,Montana
0,Dayton,Montana
0,Alberton,Montana
2,Hot Springs,Montana
0,Columbus,Montana
0,Power,Montana
0,Florence,Montana
0,Fort Peck,Montana
0,Highwood,Montana
0,Willow Creek,Montana
0,Roundup,Montana
0,Camp Three,Montana
0,Coram,Montana
2,Clyde Park,Montana
2,Dutton,Montana
0,Joplin,Montana
0,Outlook,Montana
0,Clinton,Montana
0,Terry,Montana
0,Parker School,Montana
0,Helena West Side,Montana
0,Judith Gap,Montana
1,Park City,Montana
4,Colstrip,Montana
0,Boyd,Montana
0,Reserve,Montana
0,Choteau,Montana
0,Rosebud,Montana
0,Azure,Montana
2,Drummond,Montana
0,Lewistown,Montana
0,Crane,Montana
2,Wisdom,Montana
0,Stanford,Montana
0,Havre North,Montana
0,Kila,Montana
0,Helena Valley Southeast,Montana
0,Bearcreek,Montana
0,Baker,Montana
0,Moore,Montana
0,Corwin Springs,Montana
0,Wilsall,Montana
0,East Missoula,Montana
0,Bear Dance,Montana
0,Hungry Horse,Montana
1,Bigfork,Montana
7,Ponderosa Pines,Montana
0,Churchill,Montana
0,Scobey,Montana
0,Absarokee,Montana
0,Manhattan,Montana
0,Red Lodge,Montana
1,Charlos Heights,Montana
0,Rollins,Montana
0,Medicine Lake,Montana
2,Lincoln,Montana
0,Condon,Montana
0,Martinsdale,Montana
0,Geraldine,Montana
1,Wyola,Montana
1101,Crystal Springs,Mississippi
310,Sturgis,Mississippi
73,Liberty,Mississippi
196,Drew,Mississippi
1078,Biloxi,Mississippi
849,Okolona,Mississippi
404,Big Point,Mississippi
170,Golden,Mississippi
35,Alligator,Mississippi
638,Flora,Mississippi
134,Magee,Mississippi
173,Grenada,Mississippi
1,Tremont,Mississippi
64,Silver City,Mississippi
76,Louisville,Mississippi
216,Hillsboro,Mississippi
26,Columbus AFB,Mississippi
156,North Carrollton,Mississippi
159,Charleston,Mississippi
859,New Augusta,Mississippi
109,Pachuta,Mississippi
4,Helena,Mississippi
7,Maben,Mississippi
34,McLain,Mississippi
0,Lambert,Mississippi
679,Hernando,Mississippi
15,Coffeeville,Mississippi
64,Sylvarena,Mississippi
51,Richton,Mississippi
103,Isola,Mississippi
0,Jonestown,Mississippi
0,Gulfport,Mississippi
38,Iuka,Mississippi
65,Pearl River,Mississippi
76,Seminary,Mississippi
0,Lula,Mississippi
123,Brandon,Mississippi
47,Bruce,Mississippi
5,Enterprise,Mississippi
13,Ruleville,Mississippi
0,Louise,Mississippi
41,Cruger,Mississippi
96,Pickens,Mississippi
11,Anguilla,Mississippi
0,Polkville,Mississippi
143,Sandersville,Mississippi
12,Lexington,Mississippi
77,Bassfield,Mississippi
71,French Camp,Mississippi
82,Snow Lake Shores,Mississippi
0,Hattiesburg,Mississippi
1,Burnsville,Mississippi
0,Ackerman,Mississippi
22,Standing Pine,Mississippi
2,Caledonia,Mississippi
159,Courtland,Mississippi
21,Ethel,Mississippi
1,Gulf Park Estates,Mississippi
2,Tishomingo,Mississippi
2,Union,Mississippi
4,Hamilton,Mississippi
3,Lauderdale,Mississippi
1,Moorhead,Mississippi
0,Elliott,Mississippi
0,Brooksville,Mississippi
0,D'Iberville,Mississippi
0,Newton,Mississippi
196,Mooreville,Mississippi
1,Mathiston,Mississippi
1,Sunflower,Mississippi
3,Nellieburg,Mississippi
2,Winstonville,Mississippi
3,Webb,Mississippi
13,Kilmichael,Mississippi
0,Sumrall,Mississippi
31,Indianola,Mississippi
6,Verona,Mississippi
0,Columbus,Mississippi
1,Winona,Mississippi
1,Decatur,Mississippi
4,Rosedale,Mississippi
0,Farrell,Mississippi
4,Jumpertown,Mississippi
1,Hurley,Mississippi
4,Osyka,Mississippi
14,Dumas,Mississippi
3,Marks,Mississippi
1,Walnut Grove,Mississippi
1,Puckett,Mississippi
0,Arnold Line,Mississippi
16,Waynesboro,Mississippi
149,Beauregard,Mississippi
4,Prentiss,Mississippi
8,Morgantown,Mississippi
94,New Albany,Mississippi
7,Vicksburg,Mississippi
399,Senatobia,Mississippi
3,Mendenhall,Mississippi
0,McCool,Mississippi
286,Abbeville,Mississippi
0,Fulton,Mississippi
0,Stonewall,Mississippi
0,Clarksdale,Mississippi
0,Gattman,Mississippi
1,Holcomb,Mississippi
469,Diamondhead,Mississippi
14,Leakesville,Mississippi
0,Sumner,Mississippi
0,Beaumont,Mississippi
4,Meadville,Mississippi
7,Lucedale,Mississippi
0,Meridian,Mississippi
0,Tucker,Mississippi
0,Hickory,Mississippi
0,Gautier,Mississippi
2,Sidon,Mississippi
0,D'Lo,Mississippi
4,Myrtle,Mississippi
0,Gunnison,Mississippi
4,Cary,Mississippi
0,Friars Point,Mississippi
23,Macon,Mississippi
0,Sebastopol,Mississippi
0,Greenwood,Mississippi
3,Calhoun City,Mississippi
1,Toomsuba,Mississippi
0,Meridian Station,Mississippi
1,Itta Bena,Mississippi
20,Satartia,Mississippi
1,Canton,Mississippi
3,Goodman,Mississippi
2,Roxie,Mississippi
0,Sledge,Mississippi
1,Sherman,Mississippi
3,Saucier,Mississippi
0,Byram,Mississippi
0,Madison,Mississippi
0,Guntown,Mississippi
4,Lumberton,Mississippi
1,Boyle,Mississippi
2,Hickory Flat,Mississippi
0,Pittsboro,Mississippi
6,Amory,Mississippi
1,Marietta,Mississippi
6,Pearlington,Mississippi
1,Plantersville,Mississippi
1,Como,Mississippi
1,Noxapater,Mississippi
1,West,Mississippi
0,Crawford,Mississippi
0,Benoit,Mississippi
0,Smithville,Mississippi
0,Flowood,Mississippi
2,McComb,Mississippi
37,Woodland,Mississippi
0,Paden,Mississippi
5,North Tunica,Mississippi
0,Carrollton,Mississippi
2,Rolling Fork,Mississippi
1,Artesia,Mississippi
1,Beechwood,Mississippi
1,New Houlka,Mississippi
65,Wiggins,Mississippi
0,Starkville,Mississippi
1,Falkner,Mississippi
2,Philadelphia,Mississippi
31,Bude,Mississippi
4,Tylertown,Mississippi
1,Rawls Springs,Mississippi
0,Taylor,Mississippi
1,Collinsville,Mississippi
1,Hazlehurst,Mississippi
0,Beulah,Mississippi
0,Terry,Mississippi
0,Bolton,Mississippi
1,Farmington,Mississippi
0,Walthall,Mississippi
0,Darling,Mississippi
0,Louin,Mississippi
2,Marion,Mississippi
0,Doddsville,Mississippi
2,Southaven,Mississippi
3,Magnolia,Mississippi
2,Greenville,Mississippi
2,Silver Creek,Mississippi
1,Potts Camp,Mississippi
0,Chunky,Mississippi
4,Bay St. Louis,Mississippi
1,Inverness,Mississippi
1,Redwater,Mississippi
0,Bogue Chitto,Mississippi
9,Eden,Mississippi
0,State Line,Mississippi
1,Derma,Mississippi
0,Morgan City,Mississippi
0,Crowder,Mississippi
0,Tunica Resorts,Mississippi
5,Oxford,Mississippi
1,Ecru,Mississippi
1,Corinth,Mississippi
14,West Point,Mississippi
0,Glendora,Mississippi
1,Moss Point,Mississippi
0,Baldwyn,Mississippi
0,Saltillo,Mississippi
7,Scooba,Mississippi
1,Gloster,Mississippi
0,Toccopola,Mississippi
1,Foxworth,Mississippi
0,Shelby,Mississippi
0,Vardaman,Mississippi
8,Brookhaven,Mississippi
0,Tunica,Mississippi
0,Big Creek,Mississippi
0,Duncan,Mississippi
3,Laurel,Mississippi
1,Aberdeen,Mississippi
0,Coahoma,Mississippi
0,Sardis,Mississippi
1,Lake,Mississippi
0,Vaiden,Mississippi
0,Vancleave,Mississippi
1,Crenshaw,Mississippi
1,Pace,Mississippi
4,Leland,Mississippi
3,Petal,Mississippi
0,Belmont,Mississippi
0,Algoma,Mississippi
0,Shaw,Mississippi
0,Hollandale,Mississippi
1,Monticello,Mississippi
1,Quitman,Mississippi
0,Cleary,Mississippi
0,Tchula,Mississippi
0,Heidelberg,Mississippi
0,St. Martin,Mississippi
0,Falcon,Mississippi
0,Renova,Mississippi
2,Hatley,Mississippi
0,Wesson,Mississippi
0,Weir,Mississippi
2,Nettleton,Mississippi
2,Taylorsville,Mississippi
0,Pontotoc,Mississippi
0,Edwards,Mississippi
1,Lena,Mississippi
1,Kosciusko,Mississippi
0,Mantee,Mississippi
2,Sallis,Mississippi
0,Summit,Mississippi
0,White Oak,Mississippi
0,Pope,Mississippi
9,Eupora,Mississippi
1,Waveland,Mississippi
2,Carthage,Mississippi
0,Bay Springs,Mississippi
3,Mayersville,Mississippi
1,Collins,Mississippi
0,Horn Lake,Mississippi
0,Ashland,Mississippi
0,Clara,Mississippi
0,Crosby,Mississippi
0,Blue Mountain,Mississippi
0,Fayette,Mississippi
1,Ocean Springs,Mississippi
1,Pass Christian,Mississippi
0,Kossuth,Mississippi
0,Forest,Mississippi
0,Yazoo City,Mississippi
0,Houston,Mississippi
0,Glen,Mississippi
3,Bentonia,Mississippi
0,Walnut,Mississippi
1,University,Mississippi
1,Byhalia,Mississippi
1,Mound Bayou,Mississippi
0,Wade,Mississippi
0,Shannon,Mississippi
1,Braxton,Mississippi
1,Lynchburg,Mississippi
1,Pascagoula,Mississippi
0,Mississippi State,Mississippi
2,Booneville,Mississippi
1,Slate Springs,Mississippi
1,Soso,Mississippi
0,Sharon,Mississippi
0,Merigold,Mississippi
0,Georgetown,Mississippi
0,New Hope,Mississippi
1,Port Gibson,Mississippi
0,Thaxton,Mississippi
0,Tupelo,Mississippi
0,Conehatta,Mississippi
0,Shuqualak,Mississippi
0,Batesville,Mississippi
0,New Hebron,Mississippi
5,Nicholson,Mississippi
1,Mount Olive,Mississippi
0,Raleigh,Mississippi
1,Durant,Mississippi
0,Purvis,Mississippi
0,Latimer,Mississippi
0,Ripley,Mississippi
0,Glendale,Mississippi
0,Shubuta,Mississippi
0,Lyon,Mississippi
0,Buckatunna,Mississippi
1,Water Valley,Mississippi
0,Duck Hill,Mississippi
1,Oakland,Mississippi
1,Tutwiler,Mississippi
23,Natchez,Mississippi
0,Rienzi,Mississippi
1,Utica,Mississippi
0,Columbia,Mississippi
0,Raymond,Mississippi
1,Picayune,Mississippi
0,Poplarville,Mississippi
13,Centreville,Mississippi
2,Woodville,Mississippi
0,Cleveland,Mississippi
0,Metcalfe,Mississippi
1,Mantachie,Mississippi
0,Schlater,Mississippi
0,Belzoni,Mississippi
0,Blue Springs,Mississippi
0,De Kalb,Mississippi
0,Holly Springs,Mississippi
0,Mize,Mississippi
0,Kearney Park,Mississippi
1,Morton,Mississippi
0,Arcola,Mississippi
0,Montrose,Mississippi
0,Tillatoba,Mississippi
139,Aguada,Puerto Rico
814,Comunas,Puerto Rico
9,Yabucoa,Puerto Rico
297,Garrochales,Puerto Rico
0,Palo Seco,Puerto Rico
834,Ceiba,Puerto Rico
8,Santa Clara,Puerto Rico
1,Palmas del Mar,Puerto Rico
2,Orocovis,Puerto Rico
10,Luquillo,Puerto Rico
3,La Fermina,Puerto Rico
149,Indios,Puerto Rico
10,Mucarabones,Puerto Rico
75,Las Ochenta,Puerto Rico
66,Piedra Gorda,Puerto Rico
12,El Ojo,Puerto Rico
0,Barahona,Puerto Rico
0,Stella,Puerto Rico
2,Central Aguirre,Puerto Rico
8,Adjuntas,Puerto Rico
0,Jayuya,Puerto Rico
7,Hato Candal,Puerto Rico
12,Mora,Puerto Rico
0,Quebrada,Puerto Rico
4,Olimpo,Puerto Rico
0,Hato Arriba,Puerto Rico
0,Ciales,Puerto Rico
1,Palomas,Puerto Rico
27,Esperanza,Puerto Rico
0,Patillas,Puerto Rico
2,Florida,Puerto Rico
2,Campo Rico,Puerto Rico
0,Carrizales,Puerto Rico
0,Maricao,Puerto Rico
0,Lomas,Puerto Rico
2,Ingenio,Puerto Rico
0,Hatillo,Puerto Rico
1,Sabana,Puerto Rico
0,Lluveras,Puerto Rico
0,Animas,Puerto Rico
0,El Negro,Puerto Rico
2,Tallaboa,Puerto Rico
0,Las Piedras,Puerto Rico
0,Utuado,Puerto Rico
0,Arecibo,Puerto Rico
0,Camuy,Puerto Rico
50,Culebra,Puerto Rico
0,Duque,Puerto Rico
16,Palmarejo,Puerto Rico
1,Vieques,Puerto Rico
0,Emajagua,Puerto Rico
0,Villalba,Puerto Rico
0,Los Llanos,Puerto Rico
0,Coamo,Puerto Rico
0,Vega Alta,Puerto Rico
2,Ramos,Puerto Rico
0,Lajas,Puerto Rico
0,Maunabo,Puerto Rico
0,Daguao,Puerto Rico
0,Bartolo,Puerto Rico
0,Quebradillas,Puerto Rico
0,Pole Ojea,Puerto Rico
0,Punta Santiago,Puerto Rico
1,Potala Pastillo,Puerto Rico
0,Tallaboa Alta,Puerto Rico
0,Playita Cortada,Puerto Rico
0,La Dolores,Puerto Rico
0,Naguabo,Puerto Rico
0,Campanilla,Puerto Rico
0,Pajonal,Puerto Rico
0,Hormigueros,Puerto Rico
0,Barceloneta,Puerto Rico
0,Juncal,Puerto Rico
0,Candelaria,Puerto Rico
0,Bajadero,Puerto Rico
8,Carolina,Puerto Rico
0,Sabana Hoyos,Puerto Rico
0,Espino,Puerto Rico
0,Tierras Nuevas Poniente,Puerto Rico
0,La Luisa,Puerto Rico
0,Sabana Seca,Puerto Rico
0,Yauco,Puerto Rico
1,Caguas,Puerto Rico
0,San Isidro,Puerto Rico
0,Monte Grande,Puerto Rico
0,Santa Isabel,Puerto Rico
0,Lares,Puerto Rico
0,Sabana Eneas,Puerto Rico
0,Buena Vista,Puerto Rico
0,Luyando,Puerto Rico
0,Magas Arriba,Puerto Rico
2,Aguadilla,Puerto Rico
0,Salinas,Puerto Rico
0,Yaurel,Puerto Rico
0,Celada,Puerto Rico
1,San Lorenzo,Puerto Rico
0,Bajandas,Puerto Rico
0,Cayuco,Puerto Rico
0,Lamboglia,Puerto Rico
0,La Parguera,Puerto Rico
0,Levittown,Puerto Rico
0,Coco,Puerto Rico
0,Aguilita,Puerto Rico
1,San Juan,Puerto Rico
2,Guayama,Puerto Rico
0,Vega Baja,Puerto Rico
2,Parcelas Nuevas,Puerto Rico
0,Naranjito,Puerto Rico
0,Palmas,Puerto Rico
0,La Plena,Puerto Rico
0,Jobos,Puerto Rico
0,Monserrate,Puerto Rico
0,Tiburones,Puerto Rico
0,Barranquitas,Puerto Rico
0,La Playa,Puerto Rico
1,San Antonio,Puerto Rico
0,Las Ollas,Puerto Rico
0,Candelero Arriba,Puerto Rico
0,Aguas Claras,Puerto Rico
0,Guayabal,Puerto Rico
0,Sabana Grande,Puerto Rico
0,La Alianza,Puerto Rico
0,Juncos,Puerto Rico
0,Gurabo,Puerto Rico
0,Palmer,Puerto Rico
0,Cabo Rojo,Puerto Rico
0,Corcovado,Puerto Rico
0,Martorell,Puerto Rico
0,Playa Fortuna,Puerto Rico
0,Guayanilla,Puerto Rico
0,Fajardo,Puerto Rico
0,Capitanejo,Puerto Rico
0,Fuig,Puerto Rico
0,Santo Domingo,Puerto Rico
1,Isabela,Puerto Rico
0,Ponce,Puerto Rico
0,Aceitunas,Puerto Rico
0,Coto Laurel,Puerto Rico
2,Guaynabo,Puerto Rico
0,Dorado,Puerto Rico
0,Jauca,Puerto Rico
0,Betances,Puerto Rico
0,Cacao,Puerto Rico
1,Pastos,Puerto Rico
0,Moca,Puerto Rico
0,Puerto Real,Puerto Rico
0,Miranda,Puerto Rico
0,Arroyo,Puerto Rico
0,Cayey,Puerto Rico
0,Playita,Puerto Rico
0,Galateo,Puerto Rico
1071,Monetta,South Carolina
631,Elloree,South Carolina
125,Fairfax,South Carolina
398,Bethune,South Carolina
966,Cross Anchor,South Carolina
684,Donalds,South Carolina
826,Pomaria,South Carolina
310,Johnsonville,South Carolina
58,Tatum,South Carolina
645,Reidville,South Carolina
577,Great Falls,South Carolina
9,Ward,South Carolina
1360,Goose Creek,South Carolina
927,Sellers,South Carolina
8,Vance,South Carolina
431,Lockhart,South Carolina
1154,Forest Acres,South Carolina
63,Barnwell,South Carolina
229,Furman,South Carolina
9,Cayce,South Carolina
9,Bennettsville,South Carolina
7,Sharon,South Carolina
904,Surfside Beach,South Carolina
475,Summerton,South Carolina
859,Jacksonboro,South Carolina
885,Awendaw,South Carolina
5,Coward,South Carolina
9,Sycamore,South Carolina
3,Lincolnville,South Carolina
734,Fort Lawn,South Carolina
1,Ulmer,South Carolina
14,Folly Beach,South Carolina
466,Walhalla,South Carolina
8,Brookdale,South Carolina
2,Fair Play,South Carolina
9,Lodge,South Carolina
253,Modoc,South Carolina
0,Pamplico,South Carolina
1,Olanta,South Carolina
2,Lancaster,South Carolina
30,Bonneau Beach,South Carolina
21,Lamar,South Carolina
0,Society Hill,South Carolina
428,Stateburg,South Carolina
33,St. George,South Carolina
0,Lake Secession,South Carolina
0,Willington,South Carolina
0,Blenheim,South Carolina
3,Oswego,South Carolina
0,Moncks Corner,South Carolina
10,Lake View,South Carolina
0,Paxville,South Carolina
0,Edisto,South Carolina
917,Laurel Bay,South Carolina
1,Fairforest,South Carolina
2,Mayo,South Carolina
5,Timmonsville,South Carolina
0,Central Pacolet,South Carolina
4,Judson,South Carolina
1,Clifton,South Carolina
1,Wellford,South Carolina
2,Port Royal,South Carolina
0,Welcome,South Carolina
1,James Island,South Carolina
0,Ninety Six,South Carolina
1,Santee,South Carolina
6,Williamston,South Carolina
1,Islandton,South Carolina
0,Orangeburg,South Carolina
0,McClellanville,South Carolina
0,McCormick,South Carolina
2,Chapin,South Carolina
0,Privateer,South Carolina
0,Abbeville,South Carolina
0,Cowpens,South Carolina
1,Gaston,South Carolina
19,Mountville,South Carolina
0,Springfield,South Carolina
0,Latta,South Carolina
0,Irwin,South Carolina
0,Wallace,South Carolina
8,Winnsboro,South Carolina
0,Saxon,South Carolina
11,Norway,South Carolina
0,Neeses,South Carolina
0,Bradley,South Carolina
7,Aynor,South Carolina
4,Carlisle,South Carolina
0,Antreville,South Carolina
0,Livingston,South Carolina
2,West Columbia,South Carolina
0,McColl,South Carolina
4,Travelers Rest,South Carolina
0,Williams,South Carolina
0,Shell Point,South Carolina
0,Cope,South Carolina
6,Newberry,South Carolina
0,Greenwood,South Carolina
32,Mount Croghan,South Carolina
3,Heath Springs,South Carolina
0,Isle of Palms,South Carolina
17,Murrells Inlet,South Carolina
35,Windsor,South Carolina
1,Prosperity,South Carolina
2,Jefferson,South Carolina
0,Converse,South Carolina
0,Wedgefield,South Carolina
4,Eutawville,South Carolina
0,North Myrtle Beach,South Carolina
0,Due West,South Carolina
1,Smoaks,South Carolina
1,Bucksport,South Carolina
1,Troy,South Carolina
0,Williston,South Carolina
0,Silverstreet,South Carolina
4,Monarch Mill,South Carolina
0,Coronaca,South Carolina
0,Loris,South Carolina
0,Gantt,South Carolina
2,Seneca,South Carolina
483,Lake Wylie,South Carolina
0,Cokesbury,South Carolina
0,Elgin,South Carolina
1,Iva,South Carolina
